coefficient,value,model_domain,model_version
CFD_HCC64,0.414,CMS-HCC,C28
CFD_HCC65,0.22,CMS-HCC,C28
CFD_HCC68,0.354,CMS-HCC,C28
CFD_HCC77,6.161,CMS-HCC,C28
CFD_HCC78,0.548,CMS-HCC,C28
CFD_HCC79,0.799,CMS-HCC,C28
CFD_HCC80,0.651,CMS-HCC,C28
CFD_HCC81,0.286,CMS-HCC,C28
CFD_HCC92,0.632,CMS-HCC,C28
CFD_HCC93,0.384,CMS-HCC,C28
CFD_HCC94,0.25,CMS-HCC,C28
CFD_HCC107,1.939,CMS-HCC,C28
CFD_HCC108,0.408,CMS-HCC,C28
CFD_HCC109,1.541,CMS-HCC,C28
CFD_HCC111,31.424,CMS-HCC,C28
CFD_HCC112,0.634,CMS-HCC,C28
CFD_HCC114,2.67,CMS-HCC,C28
CFD_HCC115,0.498,CMS-HCC,C28
CFD_HCC125,0.367,CMS-HCC,C28
CFD_HCC126,0.367,CMS-HCC,C28
CFD_HCC127,0.367,CMS-HCC,C28
CFD_HCC135,1.181,CMS-HCC,C28
CFD_HCC136,1.181,CMS-HCC,C28
CFD_HCC137,0.471,CMS-HCC,C28
CFD_HCC138,0.384,CMS-HCC,C28
CFD_HCC139,0.25,CMS-HCC,C28
CFD_HCC151,0.414,CMS-HCC,C28
CFD_HCC152,0.255,CMS-HCC,C28
CFD_HCC153,0.255,CMS-HCC,C28
CFD_HCC154,0.126,CMS-HCC,C28
CFD_HCC155,0.126,CMS-HCC,C28
CFD_HCC180,1.095,CMS-HCC,C28
CFD_HCC181,0.832,CMS-HCC,C28
CFD_HCC182,0.308,CMS-HCC,C28
CFD_HCC190,3.642,CMS-HCC,C28
CFD_HCC191,0.466,CMS-HCC,C28
CFD_HCC192,0.067,CMS-HCC,C28
CFD_HCC193,0.939,CMS-HCC,C28
CFD_HCC195,3.323,CMS-HCC,C28
CFD_HCC196,0.507,CMS-HCC,C28
CFD_HCC197,0.681,CMS-HCC,C28
CFD_HCC198,1.143,CMS-HCC,C28
CFD_HCC199,0.504,CMS-HCC,C28
CFD_HCC200,0.281,CMS-HCC,C28
CFD_HCC201,0.17,CMS-HCC,C28
CFD_HCC202,0.279,CMS-HCC,C28
CFD_HCC211,1.418,CMS-HCC,C28
CFD_HCC212,0.662,CMS-HCC,C28
CFD_HCC213,0.662,CMS-HCC,C28
CFD_HCC221,1.781,CMS-HCC,C28
CFD_HCC222,6.612,CMS-HCC,C28
CFD_HCC223,6.612,CMS-HCC,C28
CFD_HCC224,0.537,CMS-HCC,C28
CFD_HCC225,0.537,CMS-HCC,C28
CFD_HCC226,0.537,CMS-HCC,C28
CFD_HCC227,0.198,CMS-HCC,C28
CFD_HCC228,0.517,CMS-HCC,C28
CFD_HCC229,0.458,CMS-HCC,C28
CFD_HCC238,0.304,CMS-HCC,C28
CFD_HCC248,0.332,CMS-HCC,C28
CFD_HCC249,0.277,CMS-HCC,C28
CFD_HCC253,0.39,CMS-HCC,C28
CFD_HCC254,0.365,CMS-HCC,C28
CFD_HCC263,1.276,CMS-HCC,C28
CFD_HCC264,0.461,CMS-HCC,C28
CFD_HCC267,0.568,CMS-HCC,C28
CFD_HCC276,2.292,CMS-HCC,C28
CFD_HCC277,3.76,CMS-HCC,C28
CFD_HCC278,1.64,CMS-HCC,C28
CFD_HCC279,0.808,CMS-HCC,C28
CFD_HCC280,0.281,CMS-HCC,C28
CFD_HCC282,0.269,CMS-HCC,C28
CFD_HCC283,0.074,CMS-HCC,C28
CFD_HCC298,0.319,CMS-HCC,C28
CFD_HCC300,0.255,CMS-HCC,C28
CFD_HCC326,0.946,CMS-HCC,C28
CFD_HCC327,0.661,CMS-HCC,C28
CFD_HCC328,0.181,CMS-HCC,C28
CFD_HCC329,0.181,CMS-HCC,C28
CFD_HCC379,2.57,CMS-HCC,C28
CFD_HCC380,1.285,CMS-HCC,C28
CFD_HCC381,1.192,CMS-HCC,C28
CFD_HCC382,0.935,CMS-HCC,C28
CFD_HCC383,0.707,CMS-HCC,C28
CFD_HCC385,0.857,CMS-HCC,C28
CFD_HCC387,0.622,CMS-HCC,C28
CFD_HCC397,0.19,CMS-HCC,C28
CFD_HCC398,0.19,CMS-HCC,C28
CFD_HCC399,0.19,CMS-HCC,C28
CFD_HCC401,0.559,CMS-HCC,C28
CFD_HCC402,0.57,CMS-HCC,C28
CFD_HCC405,0.844,CMS-HCC,C28
CFD_HCC409,0.844,CMS-HCC,C28
CFD_HCC454,0.608,CMS-HCC,C28
CFD_HCC463,0.947,CMS-HCC,C28
CFD_DIABETES_HF_V28,0.041,CMS-HCC,C28
CFD_HF_CHR_LUNG_V28,0.097,CMS-HCC,C28
CFD_HF_KIDNEY_V28,0.42,CMS-HCC,C28
CFD_CHR_LUNG_CARD_RESP_FAIL_V28,0.275,CMS-HCC,C28
CFD_HF_HCC238_V28,0.372,CMS-HCC,C28
CFD_gSubUseDisorder_gPsych_V28,0.152,CMS-HCC,C28
CFD_D5,0.095,CMS-HCC,C28
CFD_D6,0.245,CMS-HCC,C28
CFD_D7,0.472,CMS-HCC,C28
CFD_D8,0.607,CMS-HCC,C28
CFD_D9,0.841,CMS-HCC,C28
CFD_D10P,1.471,CMS-HCC,C28
CFD_D1,0,CMS-HCC,C28
CFD_D2,0,CMS-HCC,C28
CFD_D3,0,CMS-HCC,C28
CFD_D4,0,CMS-HCC,C28
CPA_F65_69,0.365,CMS-HCC,C28
CPA_F70_74,0.423,CMS-HCC,C28
CPA_F75_79,0.485,CMS-HCC,C28
CPA_F80_84,0.544,CMS-HCC,C28
CPA_F85_89,0.618,CMS-HCC,C28
CPA_F90_94,0.738,CMS-HCC,C28
CPA_F95_GT,0.835,CMS-HCC,C28
CPA_M65_69,0.375,CMS-HCC,C28
CPA_M70_74,0.417,CMS-HCC,C28
CPA_M75_79,0.498,CMS-HCC,C28
CPA_M80_84,0.565,CMS-HCC,C28
CPA_M85_89,0.615,CMS-HCC,C28
CPA_M90_94,0.712,CMS-HCC,C28
CPA_M95_GT,0.904,CMS-HCC,C28
CPA_OriginallyDisabled_Female,0.103,CMS-HCC,C28
CPA_OriginallyDisabled_Male,0.075,CMS-HCC,C28
CPA_HCC1,0.196,CMS-HCC,C28
CPA_HCC2,0.447,CMS-HCC,C28
CPA_HCC6,0.518,CMS-HCC,C28
CPA_HCC17,3.946,CMS-HCC,C28
CPA_HCC18,2.166,CMS-HCC,C28
CPA_HCC19,1.52,CMS-HCC,C28
CPA_HCC20,1.214,CMS-HCC,C28
CPA_HCC21,0.627,CMS-HCC,C28
CPA_HCC22,0.41,CMS-HCC,C28
CPA_HCC23,0.203,CMS-HCC,C28
CPA_HCC35,1.117,CMS-HCC,C28
CPA_HCC36,0.166,CMS-HCC,C28
CPA_HCC37,0.166,CMS-HCC,C28
CPA_HCC38,0.166,CMS-HCC,C28
CPA_HCC48,0.164,CMS-HCC,C28
CPA_HCC49,3.269,CMS-HCC,C28
CPA_HCC50,0.435,CMS-HCC,C28
CPA_HCC51,0.313,CMS-HCC,C28
CPA_HCC62,0.571,CMS-HCC,C28
CPA_HCC63,0.861,CMS-HCC,C28
CPA_HCC64,0.391,CMS-HCC,C28
CPA_HCC65,0.156,CMS-HCC,C28
CPA_HCC68,0.391,CMS-HCC,C28
CPA_HCC77,5.039,CMS-HCC,C28
CPA_HCC78,0.478,CMS-HCC,C28
CPA_HCC79,0.444,CMS-HCC,C28
CPA_HCC80,0.479,CMS-HCC,C28
CPA_HCC81,0.205,CMS-HCC,C28
CPA_HCC92,0.471,CMS-HCC,C28
CPA_HCC93,0.405,CMS-HCC,C28
CPA_HCC94,0.224,CMS-HCC,C28
CPA_HCC107,0.303,CMS-HCC,C28
CPA_HCC108,0.303,CMS-HCC,C28
CPA_HCC109,1.009,CMS-HCC,C28
CPA_HCC111,11.201,CMS-HCC,C28
CPA_HCC112,0.574,CMS-HCC,C28
CPA_HCC114,2.137,CMS-HCC,C28
CPA_HCC115,0.302,CMS-HCC,C28
CPA_HCC125,0.401,CMS-HCC,C28
CPA_HCC126,0.401,CMS-HCC,C28
CPA_HCC127,0.401,CMS-HCC,C28
CPA_HCC135,0.522,CMS-HCC,C28
CPA_HCC136,0.522,CMS-HCC,C28
CPA_HCC137,0.394,CMS-HCC,C28
CPA_HCC138,0.355,CMS-HCC,C28
CPA_HCC139,0.308,CMS-HCC,C28
CPA_HCC151,0.501,CMS-HCC,C28
CPA_HCC152,0.501,CMS-HCC,C28
CPA_HCC153,0.464,CMS-HCC,C28
CPA_HCC154,0.314,CMS-HCC,C28
CPA_HCC155,0.269,CMS-HCC,C28
CPA_HCC180,1.311,CMS-HCC,C28
CPA_HCC181,0.883,CMS-HCC,C28
CPA_HCC182,0.401,CMS-HCC,C28
CPA_HCC190,0.64,CMS-HCC,C28
CPA_HCC191,0.84,CMS-HCC,C28
CPA_HCC192,0.22,CMS-HCC,C28
CPA_HCC193,1.149,CMS-HCC,C28
CPA_HCC195,2.69,CMS-HCC,C28
CPA_HCC196,0.427,CMS-HCC,C28
CPA_HCC197,0.162,CMS-HCC,C28
CPA_HCC198,0.569,CMS-HCC,C28
CPA_HCC199,0.474,CMS-HCC,C28
CPA_HCC200,0.05,CMS-HCC,C28
CPA_HCC201,0.245,CMS-HCC,C28
CPA_HCC202,0.549,CMS-HCC,C28
CPA_HCC211,1.022,CMS-HCC,C28
CPA_HCC212,0.409,CMS-HCC,C28
CPA_HCC213,0.409,CMS-HCC,C28
CPA_HCC221,0.88,CMS-HCC,C28
CPA_HCC222,3.009,CMS-HCC,C28
CPA_HCC223,3.009,CMS-HCC,C28
CPA_HCC224,0.311,CMS-HCC,C28
CPA_HCC225,0.311,CMS-HCC,C28
CPA_HCC226,0.311,CMS-HCC,C28
CPA_HCC227,0.145,CMS-HCC,C28
CPA_HCC228,0.324,CMS-HCC,C28
CPA_HCC229,0.278,CMS-HCC,C28
CPA_HCC238,0.293,CMS-HCC,C28
CPA_HCC248,0.313,CMS-HCC,C28
CPA_HCC249,0.299,CMS-HCC,C28
CPA_HCC253,0.437,CMS-HCC,C28
CPA_HCC254,0.29,CMS-HCC,C28
CPA_HCC263,1.007,CMS-HCC,C28
CPA_HCC264,0.513,CMS-HCC,C28
CPA_HCC267,0.338,CMS-HCC,C28
CPA_HCC276,2.961,CMS-HCC,C28
CPA_HCC277,0.65,CMS-HCC,C28
CPA_HCC278,0.65,CMS-HCC,C28
CPA_HCC279,0.65,CMS-HCC,C28
CPA_HCC280,0.321,CMS-HCC,C28
CPA_HCC282,0.409,CMS-HCC,C28
CPA_HCC283,0,CMS-HCC,C28
CPA_HCC298,0.327,CMS-HCC,C28
CPA_HCC300,0.459,CMS-HCC,C28
CPA_HCC326,0.965,CMS-HCC,C28
CPA_HCC327,0.484,CMS-HCC,C28
CPA_HCC328,0.14,CMS-HCC,C28
CPA_HCC329,0.14,CMS-HCC,C28
CPA_HCC379,2.349,CMS-HCC,C28
CPA_HCC380,1.268,CMS-HCC,C28
CPA_HCC381,1.136,CMS-HCC,C28
CPA_HCC382,0.845,CMS-HCC,C28
CPA_HCC383,0.66,CMS-HCC,C28
CPA_HCC385,0,CMS-HCC,C28
CPA_HCC387,0.477,CMS-HCC,C28
CPA_HCC397,0.128,CMS-HCC,C28
CPA_HCC398,0.128,CMS-HCC,C28
CPA_HCC399,0.128,CMS-HCC,C28
CPA_HCC401,0.538,CMS-HCC,C28
CPA_HCC402,0.499,CMS-HCC,C28
CPA_HCC405,0.639,CMS-HCC,C28
CPA_HCC409,0.604,CMS-HCC,C28
CPA_HCC454,1.338,CMS-HCC,C28
CPA_HCC463,0.526,CMS-HCC,C28
CPA_DIABETES_HF_V28,0.164,CMS-HCC,C28
CPA_HF_CHR_LUNG_V28,0.14,CMS-HCC,C28
CPA_HF_KIDNEY_V28,0.14,CMS-HCC,C28
CPA_CHR_LUNG_CARD_RESP_FAIL_V28,0.329,CMS-HCC,C28
CPA_HF_HCC238_V28,0.135,CMS-HCC,C28
CPA_D5,0.016,CMS-HCC,C28
CPA_D6,0.096,CMS-HCC,C28
CPA_D7,0.207,CMS-HCC,C28
CPA_D8,0.345,CMS-HCC,C28
CPA_D9,0.345,CMS-HCC,C28
CPA_D10P,0.901,CMS-HCC,C28
CPA_D1,0,CMS-HCC,C28
CPA_D2,0,CMS-HCC,C28
CPA_D3,0,CMS-HCC,C28
CPA_D4,0,CMS-HCC,C28
CPD_F0_34,0.454,CMS-HCC,C28
CPD_F35_44,0.42,CMS-HCC,C28
CPD_F45_54,0.404,CMS-HCC,C28
CPD_F55_59,0.424,CMS-HCC,C28
CPD_F60_64,0.414,CMS-HCC,C28
CPD_M0_34,0.306,CMS-HCC,C28
CPD_M35_44,0.261,CMS-HCC,C28
CPD_M45_54,0.3,CMS-HCC,C28
CPD_M55_59,0.353,CMS-HCC,C28
CPD_M60_64,0.374,CMS-HCC,C28
CPD_HCC1,0.109,CMS-HCC,C28
CPD_HCC2,0.591,CMS-HCC,C28
CPD_HCC6,0.685,CMS-HCC,C28
CPD_HCC17,4.103,CMS-HCC,C28
CPD_HCC18,2.403,CMS-HCC,C28
CPD_HCC19,1.554,CMS-HCC,C28
CPD_HCC20,1.067,CMS-HCC,C28
CPD_HCC21,0.618,CMS-HCC,C28
CPD_HCC22,0.351,CMS-HCC,C28
CPD_HCC23,0.237,CMS-HCC,C28
CPD_HCC35,2.74,CMS-HCC,C28
CPD_HCC36,0.21,CMS-HCC,C28
CPD_HCC37,0.21,CMS-HCC,C28
CPD_HCC38,0.21,CMS-HCC,C28
CPD_HCC48,0.118,CMS-HCC,C28
CPD_HCC49,7.771,CMS-HCC,C28
CPD_HCC50,0.529,CMS-HCC,C28
CPD_HCC51,0.393,CMS-HCC,C28
CPD_HCC62,0.271,CMS-HCC,C28
CPD_HCC63,1.101,CMS-HCC,C28
CPD_HCC64,0.27,CMS-HCC,C28
CPD_HCC65,0.189,CMS-HCC,C28
CPD_HCC68,0.27,CMS-HCC,C28
CPD_HCC77,5.039,CMS-HCC,C28
CPD_HCC78,0.688,CMS-HCC,C28
CPD_HCC79,0.709,CMS-HCC,C28
CPD_HCC80,0.603,CMS-HCC,C28
CPD_HCC81,0.237,CMS-HCC,C28
CPD_HCC92,0.539,CMS-HCC,C28
CPD_HCC93,0.288,CMS-HCC,C28
CPD_HCC94,0.196,CMS-HCC,C28
CPD_HCC107,1.569,CMS-HCC,C28
CPD_HCC108,0.416,CMS-HCC,C28
CPD_HCC109,1.514,CMS-HCC,C28
CPD_HCC111,32.199,CMS-HCC,C28
CPD_HCC112,0.708,CMS-HCC,C28
CPD_HCC114,2.789,CMS-HCC,C28
CPD_HCC115,0.613,CMS-HCC,C28
CPD_HCC125,0.345,CMS-HCC,C28
CPD_HCC126,0.345,CMS-HCC,C28
CPD_HCC127,0.345,CMS-HCC,C28
CPD_HCC135,0.922,CMS-HCC,C28
CPD_HCC136,0.922,CMS-HCC,C28
CPD_HCC137,0.348,CMS-HCC,C28
CPD_HCC138,0.348,CMS-HCC,C28
CPD_HCC139,0.159,CMS-HCC,C28
CPD_HCC151,0.304,CMS-HCC,C28
CPD_HCC152,0.247,CMS-HCC,C28
CPD_HCC153,0.232,CMS-HCC,C28
CPD_HCC154,0.108,CMS-HCC,C28
CPD_HCC155,0.108,CMS-HCC,C28
CPD_HCC180,1.399,CMS-HCC,C28
CPD_HCC181,0.852,CMS-HCC,C28
CPD_HCC182,0.316,CMS-HCC,C28
CPD_HCC190,1.243,CMS-HCC,C28
CPD_HCC191,0.104,CMS-HCC,C28
CPD_HCC192,0.104,CMS-HCC,C28
CPD_HCC193,0.85,CMS-HCC,C28
CPD_HCC195,1.779,CMS-HCC,C28
CPD_HCC196,0.248,CMS-HCC,C28
CPD_HCC197,0.145,CMS-HCC,C28
CPD_HCC198,0.77,CMS-HCC,C28
CPD_HCC199,0.354,CMS-HCC,C28
CPD_HCC200,0.428,CMS-HCC,C28
CPD_HCC201,0.202,CMS-HCC,C28
CPD_HCC202,0.309,CMS-HCC,C28
CPD_HCC211,0.59,CMS-HCC,C28
CPD_HCC212,0.493,CMS-HCC,C28
CPD_HCC213,0.493,CMS-HCC,C28
CPD_HCC221,1.371,CMS-HCC,C28
CPD_HCC222,6.106,CMS-HCC,C28
CPD_HCC223,6.106,CMS-HCC,C28
CPD_HCC224,0.411,CMS-HCC,C28
CPD_HCC225,0.411,CMS-HCC,C28
CPD_HCC226,0.411,CMS-HCC,C28
CPD_HCC227,0.186,CMS-HCC,C28
CPD_HCC228,0.407,CMS-HCC,C28
CPD_HCC229,0.315,CMS-HCC,C28
CPD_HCC238,0.261,CMS-HCC,C28
CPD_HCC248,0.183,CMS-HCC,C28
CPD_HCC249,0.172,CMS-HCC,C28
CPD_HCC253,0.403,CMS-HCC,C28
CPD_HCC254,0.335,CMS-HCC,C28
CPD_HCC263,1.056,CMS-HCC,C28
CPD_HCC264,0.622,CMS-HCC,C28
CPD_HCC267,0.498,CMS-HCC,C28
CPD_HCC276,1.277,CMS-HCC,C28
CPD_HCC277,3.829,CMS-HCC,C28
CPD_HCC278,0.937,CMS-HCC,C28
CPD_HCC279,0.804,CMS-HCC,C28
CPD_HCC280,0.234,CMS-HCC,C28
CPD_HCC282,0.173,CMS-HCC,C28
CPD_HCC283,0,CMS-HCC,C28
CPD_HCC298,0.301,CMS-HCC,C28
CPD_HCC300,0.38,CMS-HCC,C28
CPD_HCC326,1.05,CMS-HCC,C28
CPD_HCC327,0.447,CMS-HCC,C28
CPD_HCC328,0.178,CMS-HCC,C28
CPD_HCC329,0.178,CMS-HCC,C28
CPD_HCC379,2.349,CMS-HCC,C28
CPD_HCC380,1.378,CMS-HCC,C28
CPD_HCC381,1.089,CMS-HCC,C28
CPD_HCC382,0.937,CMS-HCC,C28
CPD_HCC383,0.654,CMS-HCC,C28
CPD_HCC385,0.204,CMS-HCC,C28
CPD_HCC387,0.498,CMS-HCC,C28
CPD_HCC397,0.052,CMS-HCC,C28
CPD_HCC398,0.052,CMS-HCC,C28
CPD_HCC399,0.052,CMS-HCC,C28
CPD_HCC401,0.412,CMS-HCC,C28
CPD_HCC402,0.527,CMS-HCC,C28
CPD_HCC405,0.698,CMS-HCC,C28
CPD_HCC409,0.623,CMS-HCC,C28
CPD_HCC454,0.416,CMS-HCC,C28
CPD_HCC463,0.853,CMS-HCC,C28
CPD_DIABETES_HF_V28,0.053,CMS-HCC,C28
CPD_HF_CHR_LUNG_V28,0.108,CMS-HCC,C28
CPD_HF_KIDNEY_V28,0.328,CMS-HCC,C28
CPD_CHR_LUNG_CARD_RESP_FAIL_V28,0.27,CMS-HCC,C28
CPD_HF_HCC238_V28,0.314,CMS-HCC,C28
CPD_gSubUseDisorder_gPsych_V28,0.149,CMS-HCC,C28
CPD_D5,0.105,CMS-HCC,C28
CPD_D6,0.191,CMS-HCC,C28
CPD_D7,0.435,CMS-HCC,C28
CPD_D8,0.581,CMS-HCC,C28
CPD_D9,0.823,CMS-HCC,C28
CPD_D10P,1.268,CMS-HCC,C28
CPD_D1,0,CMS-HCC,C28
CPD_D2,0,CMS-HCC,C28
CPD_D3,0,CMS-HCC,C28
CPD_D4,0,CMS-HCC,C28
INS_F0_34,0.948,CMS-HCC,C28
INS_F35_44,0.81,CMS-HCC,C28
INS_F45_54,1.031,CMS-HCC,C28
INS_F55_59,0.949,CMS-HCC,C28
INS_F60_64,0.881,CMS-HCC,C28
INS_F65_69,1.188,CMS-HCC,C28
INS_F70_74,1.119,CMS-HCC,C28
INS_F75_79,0.965,CMS-HCC,C28
INS_F80_84,0.862,CMS-HCC,C28
INS_F85_89,0.75,CMS-HCC,C28
INS_F90_94,0.627,CMS-HCC,C28
INS_F95_GT,0.481,CMS-HCC,C28
INS_M0_34,0.826,CMS-HCC,C28
INS_M35_44,0.719,CMS-HCC,C28
INS_M45_54,0.991,CMS-HCC,C28
INS_M55_59,0.989,CMS-HCC,C28
INS_M60_64,0.917,CMS-HCC,C28
INS_M65_69,1.275,CMS-HCC,C28
INS_M70_74,1.224,CMS-HCC,C28
INS_M75_79,1.319,CMS-HCC,C28
INS_M80_84,1.238,CMS-HCC,C28
INS_M85_89,1.135,CMS-HCC,C28
INS_M90_94,0.946,CMS-HCC,C28
INS_M95_GT,0.825,CMS-HCC,C28
INS_LTIMCAID,0.13,CMS-HCC,C28
INS_ORIGDS,0,CMS-HCC,C28
INS_HCC1,1.322,CMS-HCC,C28
INS_HCC2,0.605,CMS-HCC,C28
INS_HCC6,0.728,CMS-HCC,C28
INS_HCC17,1.952,CMS-HCC,C28
INS_HCC18,1.11,CMS-HCC,C28
INS_HCC19,0.957,CMS-HCC,C28
INS_HCC20,0.672,CMS-HCC,C28
INS_HCC21,0.493,CMS-HCC,C28
INS_HCC22,0.314,CMS-HCC,C28
INS_HCC23,0.197,CMS-HCC,C28
INS_HCC35,1.106,CMS-HCC,C28
INS_HCC36,0.28,CMS-HCC,C28
INS_HCC37,0.28,CMS-HCC,C28
INS_HCC38,0.28,CMS-HCC,C28
INS_HCC48,0.442,CMS-HCC,C28
INS_HCC49,1.528,CMS-HCC,C28
INS_HCC50,0.362,CMS-HCC,C28
INS_HCC51,0.62,CMS-HCC,C28
INS_HCC62,0.593,CMS-HCC,C28
INS_HCC63,0.894,CMS-HCC,C28
INS_HCC64,0.378,CMS-HCC,C28
INS_HCC65,0.378,CMS-HCC,C28
INS_HCC68,0.09,CMS-HCC,C28
INS_HCC77,5.089,CMS-HCC,C28
INS_HCC78,0.38,CMS-HCC,C28
INS_HCC79,0.218,CMS-HCC,C28
INS_HCC80,0.374,CMS-HCC,C28
INS_HCC81,0.258,CMS-HCC,C28
INS_HCC92,0.556,CMS-HCC,C28
INS_HCC93,0.297,CMS-HCC,C28
INS_HCC94,0.297,CMS-HCC,C28
INS_HCC107,0.692,CMS-HCC,C28
INS_HCC108,0.098,CMS-HCC,C28
INS_HCC109,0.529,CMS-HCC,C28
INS_HCC111,6.31,CMS-HCC,C28
INS_HCC112,0.516,CMS-HCC,C28
INS_HCC114,0.691,CMS-HCC,C28
INS_HCC115,0.691,CMS-HCC,C28
INS_HCC125,0,CMS-HCC,C28
INS_HCC126,0,CMS-HCC,C28
INS_HCC127,0,CMS-HCC,C28
INS_HCC135,0.297,CMS-HCC,C28
INS_HCC136,0.297,CMS-HCC,C28
INS_HCC137,0.297,CMS-HCC,C28
INS_HCC138,0.297,CMS-HCC,C28
INS_HCC139,0,CMS-HCC,C28
INS_HCC151,0.449,CMS-HCC,C28
INS_HCC152,0.208,CMS-HCC,C28
INS_HCC153,0.199,CMS-HCC,C28
INS_HCC154,0.199,CMS-HCC,C28
INS_HCC155,0.199,CMS-HCC,C28
INS_HCC180,0.735,CMS-HCC,C28
INS_HCC181,0.563,CMS-HCC,C28
INS_HCC182,0.27,CMS-HCC,C28
INS_HCC190,0.628,CMS-HCC,C28
INS_HCC191,0,CMS-HCC,C28
INS_HCC192,0,CMS-HCC,C28
INS_HCC193,0.913,CMS-HCC,C28
INS_HCC195,1.837,CMS-HCC,C28
INS_HCC196,0.486,CMS-HCC,C28
INS_HCC197,0.292,CMS-HCC,C28
INS_HCC198,0.226,CMS-HCC,C28
INS_HCC199,0.219,CMS-HCC,C28
INS_HCC200,0,CMS-HCC,C28
INS_HCC201,0.131,CMS-HCC,C28
INS_HCC202,0.097,CMS-HCC,C28
INS_HCC211,1.57,CMS-HCC,C28
INS_HCC212,0.258,CMS-HCC,C28
INS_HCC213,0.258,CMS-HCC,C28
INS_HCC221,0.84,CMS-HCC,C28
INS_HCC222,0.826,CMS-HCC,C28
INS_HCC223,0.826,CMS-HCC,C28
INS_HCC224,0.217,CMS-HCC,C28
INS_HCC225,0.217,CMS-HCC,C28
INS_HCC226,0.217,CMS-HCC,C28
INS_HCC227,0.189,CMS-HCC,C28
INS_HCC228,0.31,CMS-HCC,C28
INS_HCC229,0.31,CMS-HCC,C28
INS_HCC238,0.245,CMS-HCC,C28
INS_HCC248,0.081,CMS-HCC,C28
INS_HCC249,0.081,CMS-HCC,C28
INS_HCC253,0,CMS-HCC,C28
INS_HCC254,0,CMS-HCC,C28
INS_HCC263,0.696,CMS-HCC,C28
INS_HCC264,0.338,CMS-HCC,C28
INS_HCC267,0.245,CMS-HCC,C28
INS_HCC276,3.085,CMS-HCC,C28
INS_HCC277,0.873,CMS-HCC,C28
INS_HCC278,0.873,CMS-HCC,C28
INS_HCC279,0.873,CMS-HCC,C28
INS_HCC280,0.312,CMS-HCC,C28
INS_HCC282,0.353,CMS-HCC,C28
INS_HCC283,0,CMS-HCC,C28
INS_HCC298,0.545,CMS-HCC,C28
INS_HCC300,0.196,CMS-HCC,C28
INS_HCC326,0.958,CMS-HCC,C28
INS_HCC327,0.462,CMS-HCC,C28
INS_HCC328,0.145,CMS-HCC,C28
INS_HCC329,0.145,CMS-HCC,C28
INS_HCC379,1.42,CMS-HCC,C28
INS_HCC380,0.839,CMS-HCC,C28
INS_HCC381,0.423,CMS-HCC,C28
INS_HCC382,0.343,CMS-HCC,C28
INS_HCC383,0.343,CMS-HCC,C28
INS_HCC385,0,CMS-HCC,C28
INS_HCC387,0.125,CMS-HCC,C28
INS_HCC397,0.085,CMS-HCC,C28
INS_HCC398,0.085,CMS-HCC,C28
INS_HCC399,0.085,CMS-HCC,C28
INS_HCC401,0.231,CMS-HCC,C28
INS_HCC402,0.089,CMS-HCC,C28
INS_HCC405,0.284,CMS-HCC,C28
INS_HCC409,0.284,CMS-HCC,C28
INS_HCC454,1.596,CMS-HCC,C28
INS_HCC463,0.634,CMS-HCC,C28
INS_DIABETES_HF_V28,0.209,CMS-HCC,C28
INS_HF_CHR_LUNG_V28,0.145,CMS-HCC,C28
INS_HF_KIDNEY_V28,0,CMS-HCC,C28
INS_CHR_LUNG_CARD_RESP_FAIL_V28,0.331,CMS-HCC,C28
INS_DISABLED_CANCER_V28,0.367,CMS-HCC,C28
INS_DISABLED_NEURO_V28,0.154,CMS-HCC,C28
INS_DISABLED_HF_V28,0.488,CMS-HCC,C28
INS_DISABLED_CHR_LUNG_V28,0.278,CMS-HCC,C28
INS_DISABLED_ULCER_V28,0.537,CMS-HCC,C28
INS_D1,0,CMS-HCC,C28
INS_D2,0,CMS-HCC,C28
INS_D3,0,CMS-HCC,C28
INS_D4,0,CMS-HCC,C28
INS_D5,0,CMS-HCC,C28
INS_D6,0,CMS-HCC,C28
INS_D7,0,CMS-HCC,C28
INS_D8,0,CMS-HCC,C28
INS_D9,0,CMS-HCC,C28
INS_D10P,0.373,CMS-HCC,C28
NE_NMCAID_NORIGDIS_NEF0_34,0.711,CMS-HCC,C28
NE_NMCAID_NORIGDIS_NEF35_44,0.95,CMS-HCC,C28
NE_NMCAID_NORIGDIS_NEF45_54,1.155,CMS-HCC,C28
NE_NMCAID_NORIGDIS_NEF55_59,1.152,CMS-HCC,C28
NE_NMCAID_NORIGDIS_NEF60_64,1.212,CMS-HCC,C28
NE_NMCAID_NORIGDIS_NEF65,0.532,CMS-HCC,C28
NE_NMCAID_NORIGDIS_NEF66,0.532,CMS-HCC,C28
NE_NMCAID_NORIGDIS_NEF67,0.557,CMS-HCC,C28
NE_NMCAID_NORIGDIS_NEF68,0.584,CMS-HCC,C28
NE_NMCAID_NORIGDIS_NEF69,0.625,CMS-HCC,C28
NE_NMCAID_NORIGDIS_NEF70_74,0.694,CMS-HCC,C28
NE_NMCAID_NORIGDIS_NEF75_79,0.901,CMS-HCC,C28
NE_NMCAID_NORIGDIS_NEF80_84,0.988,CMS-HCC,C28
NE_NMCAID_NORIGDIS_NEF85_89,1.287,CMS-HCC,C28
NE_NMCAID_NORIGDIS_NEF90_94,1.287,CMS-HCC,C28
